Product_Name,Rating,No_Of_Ratings,Specifications,Price,Original_Price,Discount,Page
"vivo Y400 Pro 5G (Nebula Purple, 256 GB)",4.4,"1,292 Ratings & 68 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹27,999","₹31,999",12% off,34
"Samsung Galaxy A06 5G (Light Green, 128 MB)",4.1,"2,505 Ratings & 149 Reviews",4 GB RAM | 128 MB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 50MP | 2MP + 2MP Dual Front Camera5000 mAh BatteryMEDIATEK Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹10,690","₹15,499",31% off,34
"Xiaomi 14 CIVI (Cruise Blue, 256 GB)",4.3,"1,758 Ratings & 214 Reviews",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹29,620","₹54,999",46% off,34
"vivo Y29 5G (Glacier Blue, 128 GB)",4.3,"1,039 Ratings & 47 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Display50MP + 0.08MP | 8MP Front Camera5500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹13,999","₹16,499",15% off,34
"OnePlus 11 5G (Eternal Green, 128 GB)",4.4,"1,358 Ratings & 128 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,"₹32,282","₹56,999",43% off,34
"POCO M6 5G (Orion Blue, 64 GB)",4.2,"1,55,255 Ratings & 7,466 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,999","₹11,999",25% off,35
"OnePlus 11 5G (Titan Black, 128 GB)",4.4,"1,358 Ratings & 128 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,"₹32,998","₹56,999",42% off,35
"vivo Y29 5G (Titanium Gold, 128 GB)",4.4,936 Ratings & 43 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Display50MP + 0.08MP | 8MP Front Camera5500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹16,999","₹21,999",22% off,35
"vivo Y29 5G (Titanium Gold, 256 GB)",4.4,936 Ratings & 43 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Display50MP + 0.08MP | 8MP Front Camera5500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,999","₹25,999",26% off,35
"OPPO F31 5G (Midnight Blue, 128 GB)",4.3,"1,366 Ratings & 72 Reviews",8 GB RAM | 128 GB ROM16.69 cm (6.57 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year brand warranty,"₹24,999","₹27,999",10% off,35
"LAVA Shark (Titanium Gold, 64 GB)",4.1,200 Ratings & 8 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.94 cm (6.67 inch) HD+ Display50MP + 8MP5000 mAh BatteryUNISOC T606 octa-core processor Processor1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹7,599","₹7,799",2% off,35
"REDMI 9 Prime (Matte Black, 64 GB)",4.4,"2,30,816 Ratings & 15,105 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty,"₹8,199","₹11,999",31% off,35
"Infinix Hot 60 5G+ (Caramel Glow, 128 GB)",4.3,"2,705 Ratings & 152 Reviews",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryDimensity 7020 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,499","₹13,999",10% off,35
"OPPO A5x 5G (Midnight Blue, 64 GB)",4.3,483 Ratings & 14 Reviews,4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹14,999",23% off,35
"REDMI 13 5G (Black Diamond, 128 GB)",4.3,"48,634 Ratings & 2,407 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,499","₹17,999",30% off,35
"Samsung Galaxy F17 5G (Neo Black, 128 GB)",4.2,73 Ratings & 5 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP | 13MP Front Camera5000 mAh BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹15,499","₹16,499",6% off,35
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",4.5,"24,893 Ratings & 740 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,999","₹13,999",21% off,35
"Apple iPhone 17 (Black, 512 GB)",4.7,"2,978 Ratings & 191 Reviews","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty","₹1,02,900",,,35
"Samsung Galaxy S24 Ultra 5G (Titanium Gray, 256 GB)",4.6,"7,439 Ratings & 548 Reviews",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹97,599","₹1,34,999",27% off,35
"Samsung Galaxy A26 5G (Awesome Black, 128 GB)",4.1,252 Ratings & 28 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹23,499","₹27,999",16% off,35
"OnePlus 11 5G (Marble Odyssey, 256 GB)",4.5,"1,907 Ratings & 160 Reviews",16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty For Phone and 6 Months Warranty for in-box Accessories,"₹40,969","₹64,999",36% off,35
"Ai+ Pulse (Pink, 128 GB)",4,"4,818 Ratings & 303 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹6,999","₹9,999",30% off,35
"REDMI Note 12 5G (Sunrise Gold, 128 GB)",4.2,"16,094 Ratings & 1,079 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹16,499","₹21,999",25% off,35
"vivo Y400 Pro 5G (Freestyle White, 128 GB)",4.4,"1,292 Ratings & 68 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹25,999","₹29,999",13% off,35
"vivo Y400 Pro 5G (Nebula Purple, 128 GB)",4.4,"1,292 Ratings & 68 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹25,999","₹29,999",13% off,35
"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)",4.2,27 Ratings & 3 Reviews,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹16,725","₹19,499",14% off,35
"Samsung Galaxy A56 5G (Awesome Olive, 256 GB)",4.4,492 Ratings & 33 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsung Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹41,680","₹52,999",21% off,35
"vivo Y400 Pro 5G (Fest Gold, 128 GB)",4.4,"1,292 Ratings & 68 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹25,999","₹29,999",13% off,35
"Samsung Galaxy A17 5G (Black, 256 GB)",4.3,313 Ratings & 12 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹22,490","₹26,499",15% off,35
"REDMI 13 5G (Black Diamond, 128 GB)",4.2,"14,482 Ratings & 763 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,595","₹19,999",27% off,36
"OPPO F27 Pro+ (Dusk Pink, 256 GB)",4.4,"16,412 Ratings & 698 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹34,999",,,36
"REDMI 13c 5G (Startrail Green, 128 GB)",4.3,"42,885 Ratings & 1,759 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"₹13,666","₹15,999",14% off,36
"Samsung Galaxy A56 5G (Awesome Olive, 128 GB)",4.4,701 Ratings & 49 Reviews,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsng Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹40,999","₹45,999",10% off,36
"Samsung Galaxy F36 5G (Violet, 128 GB)",4.3,"8,712 Ratings & 500 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹19,999","₹22,999",13% off,36
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)",4.3,679 Ratings & 50 Reviews,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹33,480","₹48,999",31% off,36
"OPPO A5x 5G (Laser White, 128 GB)",4.3,483 Ratings & 14 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,499","₹16,999",26% off,36
"Infinix Hot 60 5G+ (Shadow Blue, 128 GB)",4.3,"2,705 Ratings & 152 Reviews",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryDimensity 7020 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,499","₹13,999",10% off,36
"Infinix Hot 60 5G+ (Tundra Green, 128 GB)",4.3,"2,705 Ratings & 152 Reviews",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryDimensity 7020 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,499","₹13,999",10% off,36
"realme 13 Pro+ 5G (Monet Purple, 256 GB)",4.4,"10,465 Ratings & 968 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,790","₹38,999",28% off,36
"OPPO A5x 5G (Laser White, 64 GB)",4.3,483 Ratings & 14 Reviews,4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹14,999",23% off,36
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 256 GB)",4.4,"24,313 Ratings & 2,052 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹20,999","₹24,999",16% off,36
"POCO C85 5G (Spring Green, 128 GB)",4.2,110 Ratings & 6 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.53 cm (6.9 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Lithium-Ion Polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999","₹15,499",16% off,36
"POCO C71  - Locked with Airtel Prepaid (Desert Gold, 64 GB)",3.9,"54,664 Ratings & 2,462 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹6,599","₹8,999",26% off,36
"REDMI 13c 5G (Starlight Black, 128 GB)",4.3,"42,885 Ratings & 1,759 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"₹11,999","₹15,999",25% off,36
"Apple iPhone 17 Pro Max (Deep Blue, 512 GB)",4.8,416 Ratings & 35 Reviews,"512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty","₹1,69,900",,,36
"OPPO F29 5G (Glacier Blue, 256 GB)",4.4,"2,633 Ratings & 142 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6500 mAh Battery6 Gen 1 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹23,999","₹30,999",22% off,36
"REDMI Note-14 Pro+ 5G (Spectre Blue, 512 GB)",4.4,420 Ratings & 13 Reviews,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹30,999","₹39,999",22% off,36
"Samsung Galaxy M56 5G (Black, 256 GB)",4.4,732 Ratings & 48 Reviews,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera5000 mAh BatteryOCTACORE Processorone-year warranty covering the device itself,"₹27,499","₹33,999",19% off,36
"REDMI 14C 5G (Stardust Purple, 64 GB)",4.2,"8,657 Ratings & 430 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,599","₹12,999",18% off,36
"OPPO RENO 13 5G (Luminous Blue, 128 GB)",4.2,401 Ratings & 32 Reviews,8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP Rear Camera5600 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹26,994","₹41,999",35% off,36
"Xiaomi 14 CIVI (Panda White, 512 GB)",4.3,"1,182 Ratings & 107 Reviews",12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹36,999","₹59,999",38% off,36
"vivo Y19s 5G (Titanium Silver, 64.0 GB)",4.7,16 Ratings & 0 Reviews,4 GB RAM | 64.0 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) Display13MP + 0.08MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,999","₹14,999",20% off,36
"realme GT 7T (Racing Yellow, 256 GB)",4.4,523 Ratings & 44 Reviews,8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | 32MP Front Camera7000 mAh Li-ion BatteryDimensity 8400-MAX Processorstandard 1-year warranty for the device  and a 6-month warranty for accessories,"₹34,999","₹39,999",12% off,36
"realme 14 Pro Lite 5G (Glass Purple, 256 GB)",4.3,741 Ratings & 41 Reviews,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹27,999",14% off,37
"realme 14 Pro Lite 5G (Glass Purple, 128 GB)",4.3,741 Ratings & 41 Reviews,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹21,999","₹25,999",15% off,37
"REDMI Note-14 Pro+ 5G (Spectre Blue, 256 GB)",4.4,498 Ratings & 27 Reviews,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹28,475","₹36,999",23% off,37
"vivo V40 Pro 5G (Titanium Grey, 256 GB)",4.5,"1,290 Ratings & 155 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹42,203","₹54,999",23% off,37
"POCO M7 Plus 5G (Aqua Blue, 128 GB)",4.3,"5,361 Ratings & 295 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999","₹16,999",17% off,37
"Samsung Galaxy S23 FE (Mint, 128 GB)",4.4,"75,202 Ratings & 4,436 Reviews",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹79,999",,,37
"realme GT 7T (Racing Yellow, 256 GB)",4.4,523 Ratings & 44 Reviews,8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | 32MP Front Camera7000 mAh Li-ion BatteryDimensity 8400-MAX Processorstandard 1-year warranty for the device  and a 6-month warranty for accessories,"₹34,999","₹39,999",12% off,37
"REDMI Note 14 5G (Phantom Purple, 128 GB)",4.3,"3,026 Ratings & 143 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year,"₹15,549","₹21,999",29% off,37
"vivo Y19s 5G (Titanium Silver, 128.0 GB)",4.3,7 Ratings & 1 Reviews,6 GB RAM | 128.0 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) Display13MP + 0.08MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹14,499","₹17,499",17% off,37
"REDMI Note-14 Pro 5G (Phantom Purple, 256 GB)",4.3,525 Ratings & 24 Reviews,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹23,989","₹30,999",22% off,37
"realme 13 Pro 5G (Monet Purple, 128 GB)",4.4,"8,097 Ratings & 542 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹21,790","₹28,999",24% off,37
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)",4.2,"6,715 Ratings & 610 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display200MP + 8MP + 2MP | 16MP Front Camera4980 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹27,499","₹33,999",19% off,37
"OPPO F31 Pro 5G (Space Grey, 128 GB)",4.4,640 Ratings & 52 Reviews,8 GB RAM | 128 GB ROM16.69 cm (6.57 inch) Full HD+ Display50MP + 2MP | 32MP Front Camera7000 mAh BatteryDimensity 7300 Processor1 Year brand warranty,"₹27,999","₹31,999",12% off,37
"realme C85 5G (Peacock Green, 128.0 GB)",4.6,118 Ratings & 7 Reviews,6 GB RAM | 128.0 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹16,999","₹17,999",5% off,37
"LAVA Yuva 2 5G (Marble Black, 128 GB)",3.8,151 Ratings & 10 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹9,495","₹10,999",13% off,37
"OPPO F27 Pro+ (Midnight Navy, 256 GB)",4.4,"16,412 Ratings & 698 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹26,999","₹34,999",22% off,37
"OPPO A5 5G (Aurora Green, 128 GB)",4.3,110 Ratings & 2 Reviews,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹20,999",14% off,37
"OPPO A5 5G (Mist White, 128 GB)",4.3,110 Ratings & 2 Reviews,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹20,999",14% off,37
"realme C85 5G (Parrot Purple, 128.0 GB)",4.6,191 Ratings & 12 Reviews,4 GB RAM | 128.0 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹15,499","₹16,499",6% off,37
"realme C85 5G (Peacock Green, 128.0 GB)",4.6,191 Ratings & 12 Reviews,4 GB RAM | 128.0 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹15,499","₹16,499",6% off,37
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.4,"68,716 Ratings & 4,464 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,"₹29,999","₹41,999",28% off,37
"vivo Y19s 5G (Majestic Green, 128.0 GB)",4.7,16 Ratings & 0 Reviews,4 GB RAM | 128.0 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) Display13MP + 0.08MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,999","₹15,999",18% off,37
"vivo V50 5G (Starry Night, 512 GB)",4.5,"2,084 Ratings & 180 Reviews",12 GB RAM | 512 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,"₹38,999","₹48,999",20% off,37
